,title,rating,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,est_price,roast_level,roaster,roaster_location,dollars_per_ounce
1359,Ethiopia Yirgacheffe GR1 Bedhatu Jibicho Washed,93,8.0,9,9,9,"['deeply', 'sweet', 'crisply', 'herb-toned', 'lemon', 'verbena', 'plum', 'baking', 'chocolate', 'hazelnut', 'honeysuckle', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'structure', 'with', 'brisk', 'acidity;', 'full', 'syrupy', 'mouthfeel', 'resonant', 'finish', 'with', 'lemon', 'verbena', 'and', 'baking', 'chocolate', 'front', 'and', 'center']","Yirgacheffe growing region, southern Ethiopia",17.95/12 ounces,Medium-Light,Klatch Coffee,"Los Angeles, California",1.4958333333333331
1360,Panama Elida Natural Catuai,95,9.0,9,9,9,"['richly', 'and', 'cleanly', 'fruit-toned', 'chocolaty', 'dried', 'fig', 'chocolate', 'fudge', 'molasses', 'oak', 'narcissus-like', 'flowers', 'in', 'aroma', 'and', 'cup', 'deeply', 'sweet-tart', 'in', 'structure', 'with', 'high-toned', 'crisp', 'acidity;', 'full', 'creamy', 'mouthfeel', 'the', 'resonant', 'flavor-saturated', 'finish', 'centers', 'around', 'fig', 'and', 'chocolate', 'suggestions']","Alto Quiel, Panama",21.95/12 ounces,Medium-Light,Klatch Coffee,"Los Angeles, California",1.8291666666666664
1361,Ethiopia Nansebo Worka,95,9.0,9,9,9,"['delicate', 'floral-toned', 'narcissus-like', 'flowers', 'honey', 'cocoa', 'nib', 'apricot', 'fresh-cut', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'juicy', 'vibrant', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'the', 'rich', 'floral-laden', 'finish', 'is', 'rife', 'with', 'supporting', 'notes', 'of', 'apricot', 'and', 'cocoa', 'nib']","Yirgacheffe, southern Ethiopia",20.99/12 ounces,Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia",1.7491666666666663
1362,El Salvador Las Mercedes Pacamara Honey,93,8.0,9,9,9,"['richly', 'sweet-savory', 'pomegranate', 'fine', 'musk', 'nougat', 'cedar', 'a', 'hint', 'of', 'marjoram', 'in', 'aroma', 'and', 'cup', 'savory-sweet', 'structure', 'with', 'round', 'gentle', 'acidity;', 'full', 'satiny-smooth', 'mouthfeel', 'finish', 'consolidates', 'to', 'nougat', 'and', 'pomegranate', 'in', 'the', 'short', 'with', 'musk', 'returning', 'in', 'the', 'long', '']","Cerro El Tigre, El Salvador",16.95/12 ounces,Light,Klatch Coffee,Los Angeles,1.4125
1363,Guatemala Concepción Buena Vista,90,8.0,8,8,8,"['delicate', 'sweet-toned', 'apricot', 'fresh-cut', 'fir', 'magnolia', 'hazelnut', 'cocoa', 'powder', 'in', 'aroma', 'and', 'cup', 'sweet', 'in', 'structure', 'with', 'lively', 'acidity;', 'velvety', 'mouthfeel', 'the', 'finish', 'is', 'richly', 'drying', 'with', 'notes', 'of', 'hazelnut', 'fir', 'and', 'cocoa', 'powder']","Chimaltenango, Guatemala",16.95/12 ounces,Medium-Light,Klatch Coffee,"Los Angeles, California",1.4125
1364,Costa Rica Farmer’s Project,90,7.0,9,8,8,"['sweetly', 'tart', 'high-toned', 'lime', 'zest', 'almond', 'cherry', 'cedar', 'apple', 'blossom', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'pert', 'acidity;', 'full', 'satiny', 'mouthfeel', 'the', 'finish', 'is', 'crisp', 'and', 'citrusy', 'redolent', 'of', 'lime', 'zest']",Costa Rica,18.00/12 ounces,Medium-Light,Big Shoulders Coffee,"Chicago, Illinois",1.5
1365,Guatemala La Folie,92,8.0,8,9,9,"['deeply', 'sweet', 'richly', 'nut-toned', 'hazelnut', 'butter', 'magnolia-like', 'flowers', 'crisp', 'pear', 'cedar', 'agave', 'syrup', 'in', 'aroma', 'and', 'cup', 'sweet', 'in', 'structure', 'with', 'gentle', 'round', 'acidity;', 'syrupy-smooth', 'mouthfeel', 'the', 'finish', 'consolidates', 'to', 'deep', 'nut', 'and', 'rich', 'aromatic', 'wood']","Antigua, Guatemala",21.00/12 ounces,Medium-Light,Big Shoulders Coffee,"Chicago, Illinois",1.75
1366,Mbeguka Kenya,93,8.0,9,8,9,"['richly', 'sweet', 'deeply', 'savory', 'red', 'currant', 'hop', 'flowers', 'fresh-cut', 'cedar', 'tamarind', 'spearmint', 'in', 'aroma', 'and', 'cup', 'bright', 'sweet-savory', 'structure', 'with', 'lively', 'acidity;', 'full', 'velvety', 'mouthfeel', 'the', 'short', 'finish', 'is', 'flavor-saturated', 'consolidating', 'in', 'the', 'long', 'to', 'notes', 'of', 'red', 'currant', 'and', 'spearmint']","Kibugu Village, Embu County, Kenya",19.95/12 ounces,Medium-Light,Amavida Coffee Roasters,"Santa Rosa Beach, Florida",1.6625
1367,Kenya Kirinyaga,93,8.0,9,9,9,"['rich-toned', 'sweetly', 'savory', 'vibrant', 'cocoa', 'nib', 'black', 'currant', 'myrrh', 'apricot', 'hop', 'flowers', 'in', 'aroma', 'and', 'cup', 'sweet', 'savory-edged', 'structure', 'with', 'brisk', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'the', 'resonant', 'finish', 'centers', 'around', 'apricot', 'and', 'hop', 'flowers', 'in', 'the', 'short', 'cocoa', 'nib', 'and', 'myrrh', 'in', 'the', 'long']","Kirinyaga District, south-central Kenya",21.00/12 ounces,Medium-Light,Big Shoulders Coffee,"Chicago, Illinois",1.75
1368,Ethiopia Idido Wegida,93,8.0,9,9,9,"['high-toned', 'sweetly', 'tart', 'maple', 'syrup', 'almond', 'butter', 'dried', 'apricot', 'cocoa', 'nib', 'baking', 'spices', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'pert', 'acidity;', 'velvety-smooth', 'mouthfeel', 'the', 'flavor-saturated', 'finish', 'centers', 'on', 'maple', 'syrup', 'and', 'dried', 'apricot', 'in', 'the', 'short', 'and', 'cocoa-toned', 'almond', 'butter', 'in', 'the', 'long', 'with', 'a', 'hint', 'of', 'baking', 'spices']","Yirgacheffe growing region, southern Ethiopia",19.95/12 ounces,Medium-Light,Amavida Coffee Roasters,"Santa Rosa Beach, Florida",1.6625
1369,Dark Roast Holiday Blend,86,6.0,8,7,8,"['very', 'roast-prominent', 'chocolaty', 'and', 'spiced-toned', 'chocolate', 'charred', 'mesquite', 'date', 'baking', 'spices', 'dark', 'caramel', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'structure', 'with', 'a', 'bitter', 'edge;', 'full', 'though', 'drying', 'mouthfeel', 'the', 'finish', 'while', 'sweet', 'is', 'dominated', 'by', 'burned', 'wood', 'notes', 'that', 'obscure', 'the', 'underlying', 'chocolate', 'and', 'fruit']",Sumatra; Panama; Kenya,18.00/16 ounces,Dark,Peet's Coffee,"Berkeley, California",1.125
1370,Wonderland Winter Solstice Holiday Blend,91,8.0,8,8,9,"['high-toned', 'crisply', 'sweet-tart', 'green', 'apple', 'cocoa', 'nib', 'honeysuckle', 'elm', 'agave', 'syrup', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'structure', 'with', 'pert', 'acidity;', 'satiny-smooth', 'mouthfeel', 'the', 'cocoa-toned', 'finish', 'is', 'supported', 'by', 'notes', 'of', 'crisp', 'apple', 'and', 'a', 'hint', 'of', 'honeysuckle']",Nicaragua; Ethiopia,15.25/8 ounces,Medium-Light,Open Seas Coffee,"Stevensville, Maryland",1.90625
1371,Invincible Sun God,92,8.0,9,8,9,"['deeply', 'fruit-', 'and', 'spice-toned', 'richly', 'sweet', 'dark', 'chocolate', 'cranberry', 'sauce', 'hop', 'flowers', 'cedar', 'molasses', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'gentle', 'acidity;', 'full', 'creamy', 'mouthfeel', 'richly', 'drying', 'finish', 'with', 'cranberry', 'in', 'the', 'short', 'cedar', 'and', 'molasses', 'in', 'the', 'long', 'and', 'dark', 'chocolate', 'throughout']",Kenya; Ethiopia; Brazil,16.00/12 ounces,Medium-Light,Modern Times Coffee,"San Diego, California",1.3333333333333333
1372,Festivity Blend,92,8.0,9,8,9,"['crisply', 'sweet', 'richly', 'chocolaty', 'date', 'grapefruit', 'zest', 'baking', 'chocolate', 'pink', 'peppercorn', 'hazelnut', 'in', 'aroma', 'and', 'cup', 'bittersweet', 'structure', 'with', 'brisk', 'acidity;', 'full', 'velvety', 'mouthfeel', 'the', 'quietly', 'flavor-saturated', 'finish', 'centers', 'around', 'baking', 'chocolate', 'and', 'grapefruit']",Ethiopia; Guatemala,18.00/12 ounces,Medium,Temple Coffee Roasters,"Sacramento, California",1.5
1373,Twenty Five,96,9.0,9,9,9,"['evaluated', 'as', 'espresso', 'luminous', 'complexly', 'layered', 'impossibly', 'rich', 'caramelized', 'pineapple', 'tamarind', 'star', 'jasmine', 'chocolate', 'fudge', 'myrrh', 'in', 'aroma', 'and', 'small', 'cup', 'creamy', 'vivacious', 'mouthfeel;', 'long', 'flavor-saturated', 'finish', 'close', 'to', 'otherworldly', 'in', 'three', 'parts', 'milk:', 'all', 'the', 'notes', 'from', 'the', 'cup', 'harmonize', 'and', 'new', 'notes', 'surface:', 'suggestions', 'of', 'lychee', 'pink', 'grapefruit', 'zest', 'marjoram']",Ethiopia; Papua New Guinea; Guatemala,14.45/12 ounces,Medium-Light,Barrington Coffee Roasting,"Lee, Massachusetts",1.2041666666666666
1374,Alemu Bukato Espresso,95,9.0,9,9,9,"['evaluated', 'as', 'espresso', 'richly', 'sweet', 'balanced', 'floral-toned', 'dried', 'jasmine', 'concord', 'grape', 'fine', 'musk', 'mango', 'tangerine', 'zest', 'in', 'aroma', 'and', 'small', 'cup', 'lively', 'silky-smooth', 'mouthfeel;', 'resonant', 'flavor-saturated', 'finish', 'in', 'cappuccino-scaled', 'milk', 'jasmine', 'and', 'mango', 'notes', 'are', 'further', 'amplified', 'deepened', 'by', 'pungent', 'musk', 'underneath']","Yirgacheffe growing region, southern Ethiopia",18.75/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.5625
1375,Karimikui Espresso,94,9.0,9,9,9,"['evaluated', 'as', 'espresso', 'crisply', 'sweet', 'richly', 'floral-toned', 'lavender', 'dark', 'chocolate', 'red', 'currant', 'almond', 'butter', 'pink', 'grapefruit', 'zest', 'in', 'aroma', 'and', 'small', 'cup', 'delicate', 'viscous', 'mouthfeel;', 'richly', 'drying', 'finish', 'centers', 'around', 'notes', 'of', 'tart', 'fruit', 'dark', 'chocolate', 'and', 'bittersweet', 'lavender-like', 'flowers', 'chocolaty', 'and', 'floral', 'in', 'three', 'parts', 'milk', 'with', 'ongoing', 'tart-fruit', 'notes', 'as', 'well']","Kirinyaga District, south-central Kenya",19.50/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.625
1376,Static Peru Valle de Chingama Peru,92,7.0,9,9,9,"['deeply', 'pungent', 'and', 'richly', 'sweet', 'lavender', 'baker’s', 'chocolate', 'oak', 'ripe', 'fig', 'a', 'hint', 'of', 'ginger', 'in', 'aroma', 'and', 'cup', 'roundly', 'sweet-tart', 'and', 'juicy', 'in', 'structure;', 'full', 'and', 'satiny', 'in', 'mouthfeel', 'baker’s', 'chocolate', 'carries', 'distinctly', 'and', 'pleasingly', 'into', 'an', 'otherwise', 'short', 'finish', '', '']","Cajamarca region, northern Peru",13.95/12 ounces,Medium-Light,Espresso Republic,"Chino, California",1.1625
1377,Burundi Gitwe Natural Bourbon,93,8.0,9,8,9,"['richly', 'sweet', 'crisply', 'tart', 'butterscotch', 'lemon', 'zest', 'peach', 'honey', 'fresh-cut', 'cedar', 'in', 'aroma', 'and', 'cup', 'balanced', 'delicately', 'sweet-tart', 'structure', 'with', 'vibrant', 'acidity;', 'crisp', 'satiny', 'mouthfeel', 'the', 'flavor-saturated', 'finish', 'consolidates', 'to', 'notes', 'of', 'butterscotch', 'and', 'lemon', 'zest', 'with', 'a', 'hint', 'of', 'cedar']","Kayanza Province, Burundi",20.50/16 ounces,Medium-Light,Olympia Coffee Roasting,"Olympia, Washington",1.28125
1378,Brazil Pulped Natural,91,8.0,8,8,9,"['richly', 'sweet', 'spice-toned', 'ripe', 'banana', 'roasted', 'cacao', 'nib', 'elm', 'freesia-like', 'flowers', 'roasted', 'cashew', 'in', 'aroma', 'and', 'cup', 'roundly', 'sweet-tart', 'structure;', 'lightly', 'velvety', 'mouthfeel', 'the', 'crisp', 'richly', 'drying', 'finish', 'consolidates', 'around', 'notes', 'of', 'cashew', 'cacao', 'nib', 'and', 'a', 'hint', 'of', 'spicy', 'florals']","Southern Minas Gerais State, southeastern Brazil",16.00/10 ounces,Medium-Light,Nook Bakery & Coffee Bar,"Philadelphia, Pennsylvania",1.6
1379,Monteverde Costa Rica,93,8.0,9,9,9,"['deeply', 'rich', 'sweetly', 'roast-toned', 'dark', 'chocolate', 'raisin', 'molasses', 'cedar', 'a', 'hint', 'of', 'cinnamon', 'in', 'aroma', 'and', 'cup', 'sweet', 'in', 'structure', 'with', 'gentle', 'rounded', 'acidity', 'the', 'finish', 'is', 'chocolate', 'through', 'and', 'through', 'with', 'raisin', 'in', 'the', 'short', 'and', 'aromatic', 'wood', 'notes', 'resurfacing', 'in', 'the', 'long']","Monteverde, Costa Rica",12.60/12 ounces,Medium-Light,Montana Coffee Traders,"Whitefish, Montana",1.05
1380,Sumatra Mutu Batak,94,8.0,9,9,9,"['deeply', 'refreshingly', 'pungent', 'and', 'earthy', 'grapefruit', 'zest', 'dark', 'chocolate', 'candied', 'ginger', 'graham', 'cracker', 'moist', 'fresh-fallen', 'leaves', 'in', 'aroma', 'and', 'cup', 'structured', 'around', 'complexly', 'layered', 'tart', 'sweet', 'and', 'savory', 'tastes;', 'plush', 'syrupy', 'mouthfeel', 'sweet', 'deeply', 'flavor-saturated', 'finish']","Lintong growing region, North Sumatra Province, Indonesia",14.95/12 ounces,Medium,Klatch Coffee,"Los Angeles, California",1.2458333333333331
1381,Miami Winter,93,8.0,9,8,9,"['lush', 'deeply', 'and', 'richly', 'sweet', 'ginger', 'blossom', 'pineapple', 'myrrh', 'maple', 'syrup', 'orange', 'marmalade', 'in', 'aroma', 'and', 'cup', 'richly', 'sweet-tart', 'in', 'structure', 'with', 'vibrant', 'acidity;', 'satiny', 'mouthfeel', 'the', 'long', 'finish', 'morphs', 'from', 'notes', 'of', 'tropical', 'flowers', 'in', 'the', 'long', 'to', 'tropical', 'fruits', 'nuanced', 'by', 'resonant', 'aromatic', 'wood', 'in', 'the', 'long']",Kenya; Ethiopia,22.00/12 ounces,Medium-Light,Per'la Specialty Roasters,"Miami, Florida",1.8333333333333333
1382,El Peñon Nicaragua,94,9.0,9,8,9,"['vibrant', 'richly', 'sweet', 'clear-toned', 'roasted', 'cacao', 'nib', 'ginger', 'blossom', 'dried', 'fig', 'sandalwood', 'sugar', 'cane', 'in', 'aroma', 'and', 'cup', 'lushly', 'sweet-tart', 'in', 'structure', 'with', 'juicy', 'acidity;', 'crisp', 'velvety', 'mouthfeel', 'the', 'deep', 'resonant', 'finish', 'is', 'flavor-laden', 'fulfilling', 'the', 'promise', 'of', 'the', 'cup', 'with', 'spicy', 'floral', 'notes', 'in', 'the', 'short', 'and', 'cocoa-toned', 'fruit', 'in', 'the', 'long']","Jinotega, Nicaragua",17.95/12 ounces,Light,Barrington Coffee Roasting,"Lee, Massachusetts",1.4958333333333331
1383,Gikanda Kenya,96,9.0,9,9,9,"['sweetly', 'bright', 'spicy', 'and', 'savory-edged', 'orange', 'zest', 'black', 'currant', 'baker’s', 'chocolate', 'tamarind', 'floral-toned', 'vanilla', 'redwood', 'in', 'aroma', 'and', 'cup', 'deeply', 'bright', 'and', 'richly', 'savory', 'in', 'structure;', 'syrupy', 'lively', 'mouthfeel', 'very', 'deep', 'very', 'lasting', 'finish', 'saturated', 'with', 'flavor:', 'chocolate', 'black', 'currant', 'vanilla', '']",South-central Kenya,19.25/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.6041666666666667
1384,Panama Elida Green Tip Gesha Natural,94,9.0,9,8,9,"['spice-toned', 'richly', 'sweet', 'raspberry', 'dark', 'chocolate', 'hazelnut', 'gardenia', 'bergamot', 'in', 'aroma', 'and', 'cup', 'sweet', 'fruit-forward', 'structure;', 'full', 'satiny', 'mouthfeel', 'the', 'resonant', 'flavor-saturated', 'finish', 'is', 'characterized', 'by', 'notes', 'of', 'rich', 'chocolate', 'with', 'berry', 'and', 'bittersweet', 'citrus', 'complications']","Boquete growing region, western Panama",37.00/4 ounces,Medium-Light,Equator Coffees & Teas,"San Rafael, California",9.25
1385,El Salvador Finca Kilimanjaro,95,9.0,9,9,9,"['high-toned', 'richly', 'sweet', 'strawberry', 'guava', 'roasted', 'cacao', 'nib', 'lime', 'zest', 'jasmine', 'almond', 'in', 'aroma', 'and', 'cup', 'sweetly-tart', 'structure', 'with', 'juicy', 'balanced', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'the', 'finish', 'is', 'long', 'and', 'resonant', 'with', 'lime', 'zest', 'and', 'strawberry', 'guava', 'in', 'the', 'short', 'rounding', 'to', 'cocoa-toned', 'jasmine', 'in', 'the', 'deeply', 'sweet', 'long']","Santa Ana Department, El Salvador",25.00/12 ounces,Medium-Light,Bird Rock Coffee Roasters,"San Diego, California",2.083333333333333
1386,Panama Auromar Geisha Natural,96,9.0,10,9,9,"['complex', 'uniquely', 'sweet', 'tropical', 'plumeria', 'roasted', 'cacao', 'nib', 'mango', 'sandalwood', 'nougat', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'structure', 'with', 'bright', 'juicy', 'acidity;', 'syrupy', 'mouthfeel', 'the', 'finish', 'carries', 'through', 'on', 'the', 'promise', 'of', 'the', 'cup', 'with', 'rich', 'florals', 'in', 'the', 'short', 'and', 'deep', 'fruit', 'notes', 'in', 'the', 'long', 'where', 'a', 'new', 'element', 'a', 'soft', 'fruit', 'tone', 'suggesting', 'coconut', 'surfaces']","Piedra Candela, Chiriqui Province, far western Panama",55.00/12 ounces,Medium-Light,Willoughby's Coffee & Tea,"Branford, Connecticut",4.583333333333333
1387,Coffea Diversa Costa Rica Sudan Rume,93,8.0,9,8,9,"['bright', 'crisp', 'deeply', 'sweet', 'honey', 'lilac', 'cedar', 'tea', 'rose', 'mango', 'in', 'aroma', 'and', 'cup', 'crisply', 'sweet-tart', 'structure;', 'satiny-smooth', 'body', 'notes', 'of', 'mango', 'and', 'spice-toned', 'florals', 'carry', 'the', 'short', 'finish', 'while', 'honey', 'lingers', 'in', 'the', 'long']","Biolley, southern Costa Rica",28.00/8 ounces,Medium-Light,OQ Coffee Co.,"Highland Park, New Jersey",3.5
1388,Los Congos Pacamara Honey,93,8.0,9,9,9,"['sweetly', 'pungent', 'richly', 'savory-toned', 'blackberry', 'jam', 'roasted', 'cacao', 'nib', 'rhododendron', 'sundried', 'tomato', 'nougat', 'in', 'aroma', 'and', 'cup', 'sweet-savory', 'structure', 'with', 'crisp', 'floral', 'acidity;', 'viscous', 'lightly', 'syrupy', 'mouthfeel', 'the', 'finish', 'is', 'sweet-toned', 'and', 'balanced', 'with', 'lingering', 'notes', 'of', 'berry', 'and', 'cocoa']","Nueva Segovia growing region, Nicaragua",20.00/12 ounces,Light,Dragonfly Coffee Roasters,"Boulder, Colorado",1.6666666666666667
1389,Yule Blend 2018,94,8.0,9,9,9,"['crisp', 'sweet-savory', 'mulberry', 'pink', 'peppercorn', 'maple', 'syrup', 'gardenia', 'cedar', 'in', 'aroma', 'and', 'cup', 'crisply', 'sweet-savory', 'in', 'structure;', 'viscous', 'velvety', 'mouthfeel', 'the', 'rich', 'though', 'drying', 'finish', 'centers', 'around', 'spicy', 'florals', 'and', 'berry', 'tones', 'in', 'the', 'short', 'and', 'notes', 'of', 'aromatic', 'wood', 'and', 'maple', 'syrup', 'in', 'the', 'long']","Kirinyaga District, south-central Kenya",15.00/12 ounces,Medium-Light,Flight Coffee Co.,"Bedford, New Hampshire",1.25
1390,Kenya Thaitu,95,9.0,9,9,9,"['intensely', 'sweet', 'intricately', 'rich', 'pink', 'grapefruit', 'zest', 'blackberry', 'fresh', 'pipe', 'tobacco', 'lavender', 'baker’s', 'chocolate', 'in', 'aroma', 'and', 'cup', 'balanced', 'sweet-savory', 'structure;', 'crisp', 'satiny', 'buoyant', 'mouthfeel', 'the', 'resonant', 'finish', 'leads', 'with', 'notes', 'of', 'berry', 'and', 'citrus', 'zest', 'in', 'the', 'short', 'rounding', 'to', 'chocolate', 'in', 'the', 'long', 'with', 'spicy', 'florals', 'throughout']","Nakuru County, south-central Kenya",22.00/12 ounces,Medium-Light,Good Folks Coffee,"Louisville, Kentucky",1.8333333333333333
1391,Holiday Blend,93,8.0,9,8,9,"['crisply', 'sweet-tart', 'high-toned', 'lemon', 'verbena', 'cedar', 'pomegranate', 'lavender', 'maple', 'syrup', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'in', 'structure', 'with', 'bright', 'juicy', 'acidity', 'the', 'finish', 'is', 'deep', 'and', 'rich', 'with', 'sweet', 'lemony', 'herb', 'tones', 'tart', 'fruit', 'notes', 'and', 'hints', 'of', 'aromatic', 'wood']",Ethiopia; Costa Rica; Panama,22.00/8 ounces,Light,Fumi Coffee,"Hsinchu, Taiwan",2.75
1392,DR Congo Virunga Organic,93,8.0,9,9,9,"['deeply', 'sweet-savory', 'uniquely', 'pungent', 'ripe', 'tomato', 'pink', 'peppercorn', 'lantana-like', 'flowers', 'blood', 'orange', 'zest', 'fresh', 'pipe', 'tobacco', 'in', 'aroma', 'and', 'cup', 'savory-leaning', 'richly', 'sweet', 'in', 'structure;', 'plush', 'and', 'syrupy', 'in', 'mouthfeel', 'the', 'finish', 'is', 'equal', 'parts', 'sweet', 'and', 'savory', 'notes', 'of', 'citrus', 'zest', 'and', 'lantana', 'linger', 'in', 'the', 'short', 'and', 'rich', 'pipe', 'tobacco', 'in', 'the', 'long', 'while', 'ripe', 'tomato', 'resonates', 'throughout']","Kirumba, North Kivu Province, Democratic Republic of the Congo",17.00/12 ounces,Medium-Light,Speckled Ax,"Portland, Maine",1.4166666666666667
1393,Sweet Holiday Blend,93,8.0,9,9,9,"['richly', 'sweet', 'spice-toned', 'baker’s', 'chocolate', 'tangerine', 'zest', 'clove', 'date', 'sandalwood', 'in', 'aroma', 'and', 'cup', 'high-toned', 'sweetly', 'tart', 'in', 'structure;', 'plush', 'and', 'syrupy', 'in', 'mouthfeel', 'the', 'finish', 'centers', 'around', 'cocoa-toned', 'clove', 'notes', 'and', 'deeply', 'sweet', 'fruit', 'in', 'the', 'short', 'aromatic', 'sandalwood', 'in', 'the', 'long']",Ethiopia; Kenya; Colombia,14.99/12 ounces,Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia",1.2491666666666668
1394,Diima #9 Ethiopia Natural,93,8.0,9,9,9,"['richly', 'sweet', 'fruit-toned', 'dried', 'strawberry', 'dark', 'chocolate', 'freesia-like', 'flowers', 'tangerine', 'zest', 'a', 'hint', 'of', 'aged', 'rum', 'in', 'aroma', 'and', 'cup', 'sweetly', 'round', 'in', 'structure;', 'syrupy', 'mouthfeel', 'the', 'finish', 'is', 'crisply', 'and', 'richly', 'drying', 'with', 'lingering', 'hints', 'of', 'aged', 'rum', 'enveloped', 'by', 'dark', 'chocolate', '']","Yirgacheffe growing region, southern Ethiopia",25.00/12 ounces,Medium-Light,Roast House,"Spokane, Washington",2.083333333333333
1395,Kenya Riakiberu AB,95,9.0,9,9,9,"['complex', 'balanced', 'floral-toned', 'magnolia', 'tamarind', 'dark', 'chocolate', 'molasses', 'papaya', 'in', 'aroma', 'and', 'cup', 'sweet-savory', 'structure', 'with', 'crisp', 'juicy', 'acidity', 'the', 'intricately', 'layered', 'finish', 'leads', 'with', 'sweet-spicy', 'floral', 'notes', 'crescendoing', 'to', 'fruit', '(tamarind', 'papaya)', 'in', 'the', 'long', 'with', 'dark', 'chocolate', 'notes', 'throughout']","Muranga District, central Kenya",14.00/250 grams,Medium-Light,Cimarron Coffee Roasters,"Montrose, Colorado",1.5875733827446648
1396,Static Colombia Decaf Midnight,89,7.0,8,8,8,"['deeply', 'sweet', 'chocolate-toned', 'dark', 'chocolate', 'brazil', 'nut', 'gardenia', 'baked', 'apple', 'cedar', 'in', 'aroma', 'and', 'cup', 'roundly', 'sweet', 'in', 'structure;', 'lean', 'lightly', 'syrupy', 'body', 'the', 'gently', 'drying', 'finish', 'is', 'characterized', 'by', 'notes', 'of', 'dark', 'chocolate', 'throughout', 'supported', 'by', 'gardenia', 'and', 'apple', 'tones', 'in', 'the', 'short', 'and', 'cedar', 'in', 'the', 'long', '']","Huila, Colombia",16.95/12 ounces,Medium,Espresso Republic,"Chino, California",1.4125
1397,Kenya Gicherori,91,8.0,8,8,9,"['sweetly', 'savory', 'layered', 'rhododendron-like', 'flowers', 'cinnamon', 'baker’s', 'chocolate', 'cedar', 'red', 'currant', 'in', 'aroma', 'and', 'cup', 'round', 'savory-leaning', 'structure;', 'crisp', 'velvety', 'mouthfeel', 'the', 'quiet', 'finish', 'centers', 'on', 'notes', 'of', 'vanilla-like', 'florals', 'and', 'baker’s', 'chocolate', 'with', 'a', 'hint', 'of', 'cinnamon', '']","Kiambu County, south-central Kenya",24.00/12 ounces,Medium-Light,The WestBean Coffee Roasters,"San Diego, California",2.0
1398,Static Kenya Kavutiri,92,8.0,9,8,9,"['delicate', 'sweetly', 'spice-toned', 'red', 'currant', 'lemon', 'verbena', 'baker’s', 'chocolate', 'rose', 'hips', 'a', 'hint', 'of', 'cannabis', 'in', 'aroma', 'and', 'cup', 'crisply', 'sweet-savory', 'structure;', 'crisp', 'velvety', 'mouthfeel', 'the', 'finish', 'is', 'sweetly', 'herb-toned', 'leading', 'with', 'notes', 'of', 'lemon', 'verbena', 'and', 'red', 'currant', 'in', 'the', 'short', 'and', 'a', 'sweet', 'muskiness', 'akin', 'to', 'cannabis', 'in', 'the', 'long', 'with', 'a', 'throughline', 'of', 'baker’s', 'chocolate']","Kiambu County, south-central Kenya",25.00/12 ounces,Medium-Light,Espresso Republic,"Chino, California",2.083333333333333
1399,Kenya Chorongi Peaberry,95,9.0,9,9,9,"['intense', 'dynamic', 'richly', 'sweet-savory', 'passionfruit', 'jam', 'baker’s', 'chocolate', 'aromatic', 'orchid', 'sandalwood', 'almond', 'in', 'aroma', 'and', 'cup', 'bright', 'sweetly', 'tart', 'in', 'structure;', 'full', 'velvety', 'mouthfeel', 'the', 'resonant', 'finish', 'is', 'crisply', 'sweet', 'with', 'layers', 'of', 'complex', 'fruit', 'and', 'floral', 'notes', 'in', 'the', 'short', 'consolidating', 'to', 'baker’s', 'chocolate', 'and', 'almond', 'in', 'the', 'long', '']","Mukaro, Nyeri growing region, south-central Kenya",20.00/12 ounces,Medium-Light,Speckled Ax,"Portland, Maine",1.6666666666666667
1400,Finca Merced Guatemala,93,8.0,9,9,9,"['richly', 'sweet', 'high-toned', 'maple', 'syrup', 'orange', 'zest', 'roasted', 'cacao', 'nib', 'peach', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure;', 'satiny', 'mouthfeel', 'the', 'resonant', 'finish', 'has', 'a', 'throughline', 'of', 'roasted', 'cacao', 'nib', 'accompanied', 'by', 'notes', 'of', 'peach', 'and', 'maple', 'syrup', 'in', 'the', 'short', 'and', 'orange', 'zest', 'and', 'cedar', 'in', 'the', 'long', '']","Chimaltenango Department, Guatemala",17.00/12 ounces,Light,Chocolate Fish Coffee Roasters,"Sacramento, California",1.4166666666666667
